1576235672127,1.1937,0.076699995,-0.3128
1576235672137,1.5804,1.0576,0.50369996
1576235672146,1.8626,1.8059,2.1035
1576235672158,1.4160999,1.6538999,2.5658
1576235672171,1.2686,0.7378,1.9189999
1576235672177,1.2773,-0.040599998,0.33699998
1576235672186,1.5777999,-0.3971,-0.7481
1576235672196,1.7502999,-0.2435,-1.2534
1576235672206,2.3602,1.2346,-1.0043
1576235672217,2.6234999,2.7045999,-0.6135
1576235672227,2.7553,4.06,-0.5372
1576235672236,2.4003,4.0457,0.64379996
1576235672246,1.4702,3.7408,1.0874
1576235672257,0.6077,3.5291,-0.5029
1576235672266,0.1381,3.8021,-1.7580999
1576235672277,-0.2794,3.6151998,-2.761
1576235672286,-0.76989996,3.8878,-3.2038
1576235672299,-1.0432,3.9431999,-2.0281
1576235672306,-1.3021,2.6258,-0.843
1576235672317,-1.5525999,0.8293,-0.031799998
1576235672326,-2.1117,-0.5726,1.0189999
1576235672337,-3.1483,-1.8445,1.4370999
1576235672346,-3.0885,-2.3401,1.0289999
1576235672356,-1.7054,-2.5618,1.6975
1576235672366,-0.61469996,-3.1207,2.3982
1576235672379,-0.76769996,-3.4513,1.9415
1576235672386,-0.4037,-3.1023998,1.8106999
1576235672396,0.1432,-1.5719999,0.3938
1576235672406,0.2478,-0.53429997,-0.038799997
1576235672417,0.079399996,-0.5634,-0.396
1576235672426,-0.29369998,-1.3234,-0.87299997
1576235672436,-1.2276,-1.9323,-1.0502
1576235672446,-0.3712,-2.0866,-0.5653
1576235672457,-0.36879998,-0.2697,-0.1301
1576235672468,-0.5732,0.3322,0.45749998
1576235672477,-0.15789999,0.3317,1.0741999
1576235672486,0.1061,1.3251,1.2914
1576235672497,0.4759,1.6537,1.0225999
1576235672507,0.6174,0.5299,1.1227
1576235672517,0.33229998,-0.4407,0.85679996
1576235672526,-0.0469,-1.3853999,0.1644
1576235672537,-0.2385,-1.6161,0.27539998
1576235672547,-0.48929998,-0.0343,0.3953
1576235672557,-0.7852,1.5461,-0.050499998
1576235672566,-0.8118,1.9812,0.44239998
1576235672577,-0.87079996,2.162,0.2694
1576235672586,-0.8063,2.1455998,0.6541
1576235672596,-0.7872,1.3144,1.7055999
1576235672606,-1.3176999,0.2452,2.6606998
1576235672618,-1.7409999,-0.5453,2.846
1576235672626,-1.9388,-0.5053,2.6364
1576235672636,0.022799999,-3.0637,-0.5255
1576235672647,-1.6597999,-4.9832,0.9849
1576235672657,0.4436,-8.331699,0.3559
1576235672666,2.6104999,-12.2355995,-2.1717
1576235672680,1.0954,-10.7396,-1.0263
1576235672686,-0.005,-7.1751,1.1065999
1576235672699,0.98679996,-3.5805,-0.41399997
1576235672706,3.3297,-2.2494,-5.0695
1576235672719,1.7535,-0.7134,-7.2195997
1576235672727,-1.0155,1.0574,-5.2008
1576235672738,-4.0871,3.9134,-0.19469999
1576235672748,-4.8507,6.424,3.7644
1576235672757,-4.6472,8.5014,9.878699
1576235672767,-4.0586,9.6696,13.2323
1576235672777,-2.9257998,8.948999,8.6332
1576235672787,1.8355999,5.2078,2.1059
1576235672796,0.9485,2.3065999,-1.5803
1576235672807,-1.9468,1.8952999,-2.5221
1576235672818,-1.8014,1.5065,-2.306
1576235672826,-2.0274,1.7442,-1.9849
1576235672837,-3.0614,2.6713,-2.1153998
1576235672846,-2.9233,3.1690998,-2.1978
1576235672857,-1.4237,2.5618,-1.6401
1576235672866,-0.7338,-0.0011999999,-1.5689
1576235672877,1.3332,-1.4900999,0.59029996
1576235672886,1.5939,-1.6062,1.6847
1576235672897,0.9317,-1.8043,-0.053299997
1576235672906,-0.1882,-1.7350999,-2.2247999
1576235672918,-1.278,-1.2253,-2.7509
1576235672928,-2.5095,-1.7389,-3.194
1576235672940,-2.2623,-3.2164998,-1.2141
1576235672946,-0.6577,-4.6180997,-0.78209996
1576235672957,0.6423,-4.0794,1.5626
1576235672968,0.42369998,-1.5432,2.5702999
1576235672978,-0.3163,0.5692,3.4194
1576235672987,0.86939996,0.5639,1.7859
1576235672996,2.0219,-0.0279,0.2276
1576235673007,0.54069996,0.2057,-1.1214
1576235673017,-2.1043,0.2652,-0.626
1576235673026,-1.4424,-0.97639996,-1.7249
1576235673036,1.0143,-3.2946,-2.6285
1576235673046,3.4183998,-7.172,-1.5695
1576235673058,1.9987999,-8.677199,1.1863999
1576235673066,-1.1207,-5.719,1.8960999
1576235673076,-2.4938998,-2.708,0.63159996
