1578481873271,-1.3908,6.7806997,-0.5787
1578481873281,-0.719,6.3125997,-0.8972
1578481873291,-0.5391,5.3991,-1.1485
1578481873301,-0.2756,3.5793998,-1.0112
1578481873311,-0.3105,1.0718,-0.6888
1578481873321,-0.85929996,-1.2935,-0.38779998
1578481873331,-2.0277,-2.2951999,-1.2392
1578481873343,-3.3515,-1.7062999,-3.1622
1578481873351,-3.8809,-0.99899995,-2.3999999
1578481873361,-3.7152998,-0.3515,-1.2835
1578481873371,-3.5015,0.26459998,-0.5369
1578481873381,-2.9603999,0.85749996,-0.2909
1578481873391,-2.8226,1.0921,0.1595
1578481873401,-3.6432998,1.9395,0.2661
1578481873411,-3.1815,2.5756,-1.0795
1578481873421,-2.6232,2.0351,-1.161
1578481873431,-2.4938998,1.9856999,-1.3797
1578481873441,-1.6629,1.6093999,-1.4834
1578481873452,-0.8663,-0.0352,-1.4431
1578481873461,-0.1471,-1.916,-1.3712
1578481873472,0.8699,-3.4060998,-1.4275999
1578481873482,1.4915,-4.3108,-1.4695
1578481873491,1.6694,-4.581,-1.0274
1578481873501,1.5309,-4.6106,-0.602
1578481873511,1.4238,-4.4502,-1.1353999
1578481873521,1.1516,-4.1685,-2.0414999
1578481873531,0.8912,-4.0085998,-1.8942
1578481873541,0.5997,-4.5987,-0.97889996
1578481873551,0.3214,-5.5881,-0.3797
1578481873561,0.18509999,-6.4592,-0.0042
1578481873571,0.1472,-7.0169997,0.1501
1578481873581,-0.0199,-6.2025,0.54499996
1578481873591,0.27339998,-4.9167,0.5117
1578481873601,0.1449,-4.1180997,1.7224
1578481873611,0.021,-3.286,3.0189
1578481873621,-0.0069999998,-2.6845,3.4701998
1578481873631,0.050899997,-1.8216,2.8388
1578481873641,0.0209,-0.5453,1.7016
1578481873650,-0.2436,1.0926,0.9113
1578481873661,-0.5396,3.0835,0.296
1578481873674,-0.9553,5.1408997,-0.2654
1578481873683,-0.8454,6.6187,1.323
1578481873691,0.8495,4.6191998,4.0401
1578481873701,2.3430998,2.3284,4.7139997
1578481873711,2.6712,1.0606999,3.6487
1578481873721,1.9463999,0.23629999,1.576
