1578562976985,0.41079998,-1.1621,-5.1127996
1578562976995,0.73719996,-0.8939,-9.9009
1578562977005,0.44579998,0.3867,-11.448899
1578562977015,-0.1969,1.791,-7.9371996
1578562977025,-0.076799996,1.7809,-3.004
1578562977035,0.0178,1.0241,0.2918
1578562977045,0.60679996,0.0786,1.2715
1578562977055,1.3594999,-1.0379,1.203
1578562977065,1.2083,-2.0433,1.6137999
1578562977075,0.76269996,-2.615,2.5692
1578562977084,0.3502,-2.8309999,2.3488998
1578562977095,-0.174,-2.72,2.5175
1578562977105,0.0244,-2.8408,1.861
1578562977115,0.0158,-3.0956,1.7680999
1578562977125,-0.3047,-3.1992,1.6093
1578562977135,-0.2699,-3.2301,0.7333
1578562977145,-0.3048,-3.2377,0.192
1578562977155,-0.5049,-3.291,-0.3398
1578562977165,-0.7136,-3.0367,-0.9008
1578562977175,-0.024999999,-2.9069,-0.4816
1578562977185,0.9296,-2.46,0.6842
1578562977195,2.0699,-1.6658,2.4243999
1578562977205,2.8844,-0.4156,4.1141
1578562977215,2.892,1.1410999,5.401
1578562977225,2.856,2.6155999,5.7925
1578562977235,3.4352,3.8244998,5.1464996
1578562977245,4.1454,5.1398997,3.2289
1578562977255,4.4652,6.2026,0.94659996
1578562977265,4.0475,5.9459,0.383
1578562977275,3.6432998,5.5576,0.3733
1578562977285,4.0547,5.4582,0.0165
1578562977295,4.7102,5.3907,0.3399
1578562977305,5.7872,5.6001,1.7933999
1578562977315,6.1731,5.7444997,2.7668
1578562977325,5.8368998,5.7897,3.1457999
1578562977335,4.987,5.641,2.8908
1578562977345,3.9403,5.1510997,2.5558
1578562977355,3.2470999,4.246,2.5139
1578562977365,2.4929,3.0983,2.0586
1578562977375,1.7404,2.0077,2.1643999
1578562977385,0.7576,1.0372,1.819
1578562977395,-0.801,-0.1021,-3.748
1578562977405,-2.8014998,-0.4734,-8.7022
1578562977415,-3.6934,1.6439999,-8.078899
1578562977425,-3.8193998,4.5745,-1.5856999
1578562977435,-3.3100998,7.266,2.0170999
1578562977445,-2.7594,8.2916,3.0033998
1578562977455,-3.2735999,7.5016,3.9798
1578562977465,-4.2384,5.9447,2.9798
1578562977475,-4.7187,4.6797,0.3136
1578562977484,-4.0271997,3.6955,-2.9345
1578562977495,-3.3044,3.5500998,-0.8559
1578562977505,-0.7205,1.9002999,2.1541
1578562977515,0.6559,0.5301,1.9046999
1578562977525,0.8901,-0.5639,-0.7522
1578562977535,0.1235,-1.3421,-2.0475
1578562977545,-0.073,-2.6371,-3.0200999
1578562977555,0.1182,-3.4589,-3.8616
1578562977565,-0.072299995,-4.3271,-4.5225997
1578562977575,-0.40879998,-5.2015,-4.5499997
1578562977585,-0.4202,-6.1215997,-3.5625
1578562977595,-0.2367,-7.0523,-3.5955
1578562977605,-0.7647,-7.5955,-3.7910998
1578562977615,-1.7235999,-7.9315,-3.7545
1578562977625,-2.7872,-8.584,-3.7840998
1578562977635,-3.7224998,-9.1235,-3.3063
1578562977644,-4.3361998,-9.532,-2.767
1578562977655,-4.6418,-9.7225,-1.9647
1578562977664,-4.4579,-9.5871,-1.3163999
1578562977674,-4.0031,-9.2227,-0.0462
1578562977684,-3.6183999,-8.970699,2.7121
1578562977694,-2.9192,-9.008699,5.0516996
1578562977705,-2.2591,-8.906899,6.2416997
1578562977715,-1.4448999,-8.054999,5.9414
