1572937471979,2.9887998,1.6545,-3.9457998
1572937471990,2.0249,0.7241,-3.3334
1572937472001,-0.108399995,-0.0462,-1.7003
1572937472010,-1.8090999,-0.7284,-1.3368
1572937472020,-2.4773,-1.1083,-1.9423
1572937472029,-3.6014,-1.4006,-0.57339996
1572937472040,-4.3424997,-1.903,-2.3226
1572937472050,-4.6586,-2.4761,-2.4517999
1572937472059,-5.0759,-2.9243999,-2.0632
1572937472069,-4.9584,-3.4357,-1.281
1572937472079,-4.1457,-3.8068998,0.23259999
1572937472089,-3.2796998,-3.856,1.6017
1572937472099,-2.4752,-3.6643,1.8541
1572937472110,-1.4259,-3.6234999,1.1082
1572937472119,-0.53319997,-3.642,0.39569998
1572937472129,-0.4116,-3.5205,0.1996
1572937472139,-0.5991,-3.8367,0.018
1572937472149,-0.7096,-4.5912,-0.2755
1572937472159,-0.68829995,-5.4214,-0.2784
1572937472169,-0.6008,-6.0729,-0.1356
1572937472179,-0.80649996,-6.2118998,0.1343
1572937472189,-0.8851,-5.7089996,0.3152
1572937472199,-0.76199996,-4.4832997,0.0815
1572937472209,-0.3175,-2.5598,-0.6915
1572937472219,0.3407,-0.4727,-1.8799
1572937472229,1.1739,1.4978,-2.5396
1572937472239,1.4393,3.1383998,-2.9692
1572937472249,0.87039995,4.5692997,-2.8632
1572937472262,-0.6881,5.3596997,-1.7299999
1572937472269,-2.4313998,5.4185,-2.1073
1572937472279,-4.8247,5.3057,-0.76559997
1572937472289,-6.1624,5.329,-0.24499999
1572937472299,-5.2943,5.4561,-1.7998999
1572937472309,-4.3521,5.5919,-2.6801999
1572937472320,-3.6596,4.045,-3.6606
1572937472330,-2.9777,1.2813,-3.5695
1572937472339,-3.4074,-0.4527,-0.4459
1572937472349,-2.3609,-1.485,6.2254
1572937472359,0.41059998,-2.2962,9.4629
1572937472369,1.9326999,-2.7470999,6.0621
1572937472380,1.7334,-3.1899998,1.2411
1572937472390,1.4896,-3.1076999,-0.8968
1572937472400,2.0811,-1.9762,-0.70919997
1572937472409,2.5211,0.0853,0.012499999
1572937472419,2.9377,2.2299,-0.2499
1572937472429,3.5212998,4.0643997,-0.3067
1572937472439,3.3973,5.3833,0.2631
1572937472450,2.8416998,5.1375,0.020299999
1572937472459,1.9518,3.5140998,-1.0459
1572937472470,0.8375,1.4089,-1.7899
1572937472479,-0.234,-0.3807,-1.6947
1572937472490,-1.3521,-1.2655,-1.022
1572937472499,-2.2414,-1.54,-0.1644
1572937472510,-2.7989,-1.4498999,0.68439996
1572937472520,-2.9134,-1.1919,1.2246
1572937472529,-2.7179,-0.94299996,1.41
1572937472539,-2.3349,-0.88979995,1.2330999
1572937472549,-1.9540999,-1.0425,0.8436
1572937472560,-1.6640999,-1.2444,0.55649996
1572937472570,-1.3378999,-1.4462,0.204
1572937472580,-1.0828999,-1.5103999,-0.352
1572937472590,-0.91719997,-1.4468,-1.1121
1572937472599,-0.59319997,-1.1767,-2.0279999
1572937472609,-0.479,-0.86649996,-1.8269
1572937472619,-0.37939999,-0.3004,-2.6174998
1572937472629,-0.19669999,0.49269998,-2.8335
1572937472639,-0.097799994,1.1895,-2.9571998
1572937472649,0.0321,1.5353,-2.6875
1572937472659,0.19029999,1.5792999,-2.389
1572937472669,0.18769999,1.3695999,-1.7925999
1572937472680,0.0493,1.0429,-1.2195
1572937472689,0.0694,0.5007,-0.5992
1572937472699,-0.12459999,0.1251,0.1196
1572937472709,-0.3752,-0.1821,0.0752
1572937472719,-0.5268,-0.44059998,-0.4296
1572937472729,-0.3821,-0.6897,-1.0406
1572937472739,-0.2814,-0.78239995,-1.7263
1572937472749,-0.0523,-0.7966,-2.1059
1572937472759,0.2609,-0.6828,-2.1041
1572937472769,0.80869997,-0.5879,-2.006
1572937472780,1.4452,-0.5214,-1.9194
1572937472790,1.9149,-0.3953,-1.8242999
1572937472799,2.0976999,-0.1996,-1.7116
1572937472810,2.0672998,0.0064999997,-1.7185999
1572937472820,1.8096,0.1444,-2.0123
1572937472829,1.3715,0.2531,-2.8079
1572937472840,0.58889997,0.362,-2.8792999
1572937472849,-0.12529999,0.3342,-2.4541
1572937472860,-0.3399,0.1696,-1.3278999
1572937472872,-0.9898,0.26,-0.6856
1572937472879,-1.5676,0.5378,0.9594
